Part Number,Item Number,Product Name,Slug,Category,Brand,Vehicle Type,Product Type,Retail Price,Was Price / MSRP,Rating,Review Count,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Description,Specs & Features,Image URL,Canonical URL
10328161,P821921,"Metzeler ME77 Rear Tires",metzeler-me77-rear-tires,Tires,Metzeler,"Adventure / Dual Sport / Cruiser / V-Twin","Sport Touring Bias Dot / Cruiser Tire / Harley Tire / Touring Tire",68.22,89.90,4.50,8,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Metzeler ME77 Rear Tires","Classic rib front tread pattern Reliable cornering with great straight-line stability Easy handling Available in a tubeless design and can be used with a Metzeler tube on a tube-type rim 4.60-16 is S-rated for speeds up to 112 mph 4.00-18 is H-rated for speeds up to 130 mph Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1344/6467/metzeler_me77_tires.jpg,""
454426,P194085,"Pirelli MT66 Route 66 Tires",pirelli-mt66-route-66-tires,Tires,Pirelli,"Cruiser / V-Twin","Customcruisertouring Bi / Cruiser Tire / Harley Tire / Dot Tire",69.34,93.86,4.70,207,"Harley-Davidson","Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str",1990 - 2025,"Pirelli MT66 Route 66 Tires","Developed for cruiser and touring bikes Designed for wet grip, exceptional handling, riding comfort and durability Light weight improves suspension's ability to absorb road irregularities, increasing rider comfort and stability Exceptional performance for the price Durable 4-ply nylon construction Tube Type (TT) and Tubeless (TL) sizes available Note: Tires will ship with black lettering. Raised white lettering no longer available. Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0370/5866/pirelli_mt66_route66_tires.jpg,""
1199295,P368606,"Bridgestone BattleCross X10 Tires",bridgestone-battlecross-x10-tires,Tires,Bridgestone,"Dirt Bike / Off-Road","Off Highway Non Dot Inc / Dirt Bike Tire / Sand Tire / Mud Tire",73.43,102.48,5.00,2,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone BattleCross X10 Tires The Bridgestone BattleCross X10 features an aggressive, technical tread pattern for holding traction in muddy or sandy conditions.","Designed for muddy and sandy terrain Developed and proven at the highest level of MX competition Optimized profile for greater stability when braking and cornering Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0269/6337/bridgestone_battle_cross_x10_tires.jpg,""
10579736,P1181575,"Dunlop Geomax MX34 Factory Spec Tires",dunlop-geomax-mx34-factory-spec-tires,Tires,Dunlop,"Dirt Bike / Off-Road","Soft Terrain / Intermediate Terrain / Non Dot Tire / Dirt Bike Tire",140.99,175.95,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Dunlop Geomax MX34 Factory Spec Tires Experience professional-grade performance with the Dunlop MX34 Factory Spec Tires, crafted with the same carcass and single-radius profile utilized by the elites in the sport. This Spec version delivers unrivaled stability and precise feedback, excelling even under the most demanding track conditions. Designed for those who seek the utmost in traction and control, the MX34 Factory Spec is engineered to shave vital seconds off your lap times, ensuring you stay ahead of the competition.","Proprietary Ultra-High Molecular Mass compound increases knob strength to penetrate deep into soft soil Single-radius profile provides a rounder shape for more consistent feel and predictable slide control Advanced Apex design features a taller profile for improved responsiveness and harsh landing support Stiffer carcass construction enhances stability and maintains performance during high-speed sections Advanced mud evacuation technology keeps the tread clear for maximum hook up in sloppy conditions Next-generation Progressive Cornering Block Technology (PCBT) improves cornering grip and feel",https://www.cyclegear.com/_a/product_images/2566/0304/dunlop_geomax_mx34_factory_spec_tires.jpg,""
159611,P43608,"Maxxis Maxxcross Desert IT M7304D / M7305D Tires",maxxis-maxxcross-desert-it-m7304d-m7305d-tires,Tires,Maxxis Tires,"Dirt Bike / Off-Road","Off Highway Non Dot Inc / Dirt Bike Tire / Hard Terrain / Non Dot Tire",115.80,151.00,4.80,12,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Maxxis Maxxcross Desert IT M7304D / M7305D Tires Desert riders will rejoice in the long-lasting, high performance Maxxcross Desert IT.","Specially designed compound increases durability in rocky or desert conditions by reducing chipping and cutting Tall knob design improves traction when racing in sandy conditions Stiffer carcass design minimizes flex, reducing the chance of pinched tubes Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0001/5177/maxxis_maxx_cross_desert_itm7304_dm7305_d_tires_front.jpg,""
10502816,P1145090,"Pro Taper MXT-04 Mini Tires",pro-taper-mxt-04-mini-tires,Tires,Pro Taper,"Dirt Bike / Off-Road","Intermediate Terrain / Hard Terrain / Non Dot Tire / Dirt Bike Tire",29.99,0.00,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Pro Taper MXT-04 Mini Tires Built to shred, the MXT 04 Mini tires deliver next-level toughness and versatile performance, ready to conquer anything from the track to the trails.","​ Designed for intermediate to hard terrain Asymmetrically molded tread blocks High stability during hard braking and acceleration Knob and groove tread design offers exceptional braking and stability Tube type (TT) design Bias ply construction Non directional tread pattern",https://www.cyclegear.com/_a/product_images/2424/5968/pro_taper_mxt04_mini_tires.jpg,""
949470,P266538,"Bridgestone Trail Wing TW Scooter Tires",bridgestone-trail-wing-tw-scooter-tires,Tires,Bridgestone,"Scooter","Scooter Radial Bias / Scooter Tire / Dot Tire",83.14,116.04,5.00,8,"BMW, KTM, Honda, Yamaha, Triumph, Suzuki, Ducati, Kawasaki, Husqvarna","BMW R1200GS / R1250GS / F850GS, KTM 1290 Super Adventure / 890 Adventure, Honda Africa Twin / CRF300L, Yamaha Ténéré 700, Triumph Tiger 900 / 1200, Suzuki V-Strom 650, Kawasaki KLR650",2000 - 2025,"Bridgestone Trail Wing TW Scooter Tires","Front and rear applications A 2-ply front/rear combination designed primarily for dual sport use Special dimpled tread pattern means many edges, which helps maximize traction Unique front/rear combination provides balanced highway and offroad performance 2-ply construction for long-wearing durability Self-cleaning tread blocks still give a traction edge for muddy and loose terrains Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/0081/4598/bridgestone_trail_wing_tw_tire.jpg,""
10491051,P1137825,"Pro Taper MXT-04 Tires",pro-taper-mxt-04-tires,Tires,Pro Taper,"Dirt Bike / Off-Road","Intermediate Terrain / Hard Terrain / Non Dot Tire / Dirt Bike Tire",79.99,0.00,4.70,11,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Pro Taper MXT-04 Tires The MXT 04 tires present a new level of performance across varied terrains, offering exceptional durability suitable for off-road racing and riding adventures.","​ Designed for intermediate to hard terrain Asymmetrically molded tread blocks High stability during hard braking and acceleration Knob and groove tread design offers exceptional braking and stability M speed rating Tube type design Bias ply construction Non directional tread pattern",https://www.cyclegear.com/_a/product_images/2424/5424/pro_taper_mxt04_tires.jpg,""
765269,P194520,"Kenda K772 Parker DT Tires",kenda-k772-parker-dt-tires,Tires,N/A,"Dirt Bike / Off-Road","20 On Road 80 Off Road / 10 On Road 90 Off Road / Dot Dirt Tires / Dual Sport Tire",75.64,88.99,4.50,2,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda K772 Parker DT Tires","Casing/compound designed for the toughest desert terrain 6-ply rating offers 30% more cut resistance Natural rubber compound for extended tread wear and reduced knob chunking D.O.T. approved. Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1523/0021/kenda_k772_parker_dt_tires.jpg,""
999712,P290539,"IRC Road Winner RX-02 Tires",irc-road-winner-rx-02-tires,Tires,IRC Tires,"Adventure / Dual Sport / Street / Sportbike","Sportbike Tire / Dot Tire",134.07,156.95,4.00,2,"BMW, KTM, Honda, Yamaha, Triumph, Suzuki, Ducati, Kawasaki, Husqvarna","BMW R1200GS / R1250GS / F850GS, KTM 1290 Super Adventure / 890 Adventure, Honda Africa Twin / CRF300L, Yamaha Ténéré 700, Triumph Tiger 900 / 1200, Suzuki V-Strom 650, Kawasaki KLR650",2000 - 2025,"IRC Road Winner RX-02 Tires The RX-01 is known as an all-around sport biasply tire and is a favorite of riders, especially on smaller displacement bikes. The RX-02 keeps the basic concept of the RX-01 and adds in a number of technical upgrades to increase handling from the rider's perspective. RX-02 wet performance is increased 10% where as rear tire anti-wear performance is improved 20% compared with RX-01. Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount","N/A",https://www.cyclegear.com/_a/product_images/0111/3314/irc_tires_tire_rx0270_h.jpg,""
1000028,P290802,"Bridgestone TW31 Trail Wing Front Tires",bridgestone-tw31-trail-wing-front-tires,Tires,Bridgestone,"Adventure / Dual Sport / Dirt Bike / Off-Road","Dual Road Bias Dot / 60 On Road 40 Off Road / 50 On Road 50 Off Road / Dot Dirt Tires",169.71,236.85,4.00,4,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone TW31 Trail Wing Front Tire","A 4-ply front/rear combination designed primarily for dual sport use Special dimpled tread pattern means many edges, which helps maximize traction Unique front/rear combination provides balanced highway and offroad performance 4-ply construction for long-wearing durability Self-cleaning tread blocks still give a traction edge for muddy and loose terrains DOT approved OE replacement for Yamaha TW200 Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0111/6218/bridgestone_tw31_trail_wing_front_tires.jpg,""
10386922,P1087817,"Mitas Terra Force EF Super Soft Tires",mitas-terra-force-ef-super-soft-tires,Tires,Mitas,"Dirt Bike / Off-Road","20 On Road 80 Off Road / Dot Dirt Tires / Dot Tire / Soft Terrain",141.78,161.99,5.00,1,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Mitas Terra Force EF Super Soft Tires The Mitas Terra Force EF Tires seamlessly merge the original Terra Force front carcass with a new tread pattern specifically crafted for soft and intermediate terrain. This innovative design has undergone thorough development and testing by elite hard enduro racers from around the world.","Tread designed for optimum performance in soft to intermediate conditions Competition tire, DOT legal for use on Enduro and Dual Sport Motorcycles 20% on-road / 80% off-road Tube Type Application Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2209/1406/mitas_terra_force_ef_super_soft_tires.jpg,""
10386944,P1087821,"Mitas Terra Force MX SM Tires",mitas-terra-force-mx-sm-tires,Tires,Mitas,"Dirt Bike / Off-Road","Non Dot Tire / Soft Terrain / Intermediate Terrain / Dual Sport Tire",58.19,66.99,1.00,1,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Mitas Terra Force MX SM Tires Derived directly from racing and extensive development in the renowned sands of the MXGP Motocross series, the Mitas Terra Force MX Tires stand as a testament to their performance pedigree.","Featuring a new carcass designed from testing and development in US Supercross Tread and profile designed for predictable handling in soft to medium terrain Compounds optimized for class leading durability and wear Sizing options for full size and Mini MX applications Additional front sizes for off-road, GP style racing Tube Type Application and Mitas Mousse fit optimized Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2209/1321/mitas_terra_force_mxsm_tires.jpg,""
